VTG_TRACK,VTG_SPD,DATATIME,DBS,WLPT,WTP,WLST,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,measurement_val,QF,STATUS,Latitude,Longitude,
216.8,3.09,2017-04-27T13:44:31,478.13,500.00,0.00,500.00,1.31,15,V,0.50,15,V,-19.44,15,V,1.94,15,V,40.00,15,V,1.13,15,V,0.50,15,V,-15.88,15,V,4.00,15,V,0.00,15,V,0.00,15,V,6.75,15,V,6.75,15,V,269.31,0,A,,0,V,,0,V,,0,V,,0,V,15.06,15,V,47.8232,-53.61109,
216.8,3.08,2017-04-27T13:44:33,478.19,500.00,0.00,500.00,1.31,15,V,0.50,15,V,-19.44,15,V,1.94,15,V,40.00,15,V,1.06,15,V,0.50,15,V,-15.88,15,V,4.00,15,V,0.00,1,A,6.75,1,V,0.00,1,V,6.75,1,V,269.31,8,A,-3.75,3,A,1.81,3,V,1.13,3,V,1.06,3,V,15.06,15,V,47.82317,-53.6111316667,
217.0,3.09,2017-04-27T13:44:36,478.13,500.00,0.00,500.00,-19.81,15,A,1.31,15,V,0.50,15,V,1.94,15,V,40.00,15,A,-15.94,15,A,1.00,15,V,0.50,15,V,4.00,15,V,0.00,0,A,0.00,0,V,6.75,0,V,6.75,0,V,269.31,8,V,1.13,0,A,2.88,0,V,-4.63,0,V,1.06,0,V,15.00,15,V,47.8231483333,-53.6111583333,
216.6,3.08,2017-04-27T13:44:38,478.13,500.00,0.00,500.00,0.56,15,A,1.31,15,V,-19.88,15,V,1.94,15,V,40.00,15,V,-16.06,15,V,0.94,15,V,0.50,15,V,4.00,15,V,0.00,0,A,6.75,0,V,0.00,0,V,6.75,0,V,269.31,8,A,1.13,0,V,2.88,0,V,-4.63,0,V,1.06,0,V,15.00,15,V,47.823125,-53.6111816667,
217.2,3.08,2017-04-27T13:44:40,478.00,500.00,0.00,500.00,0.56,15,V,1.31,15,V,-19.88,15,V,1.94,15,V,40.00,15,V,0.50,15,A,0.94,15,V,-16.19,15,V,4.00,15,V,0.00,1,A,6.75,1,V,0.00,1,V,6.75,1,V,269.38,8,V,1.13,0,V,2.88,0,V,-4.63,0,V,1.06,0,V,15.06,15,A,47.823095,-53.6112183333,
217.1,3.07,2017-04-27T13:44:43,478.19,500.00,0.00,500.00,0.63,15,V,1.31,15,V,-19.94,15,V,1.94,15,V,40.00,15,V,0.44,15,V,0.94,15,V,-16.19,15,V,4.00,15,V,0.00,1,V,6.75,1,V,0.00,1,V,6.75,1,V,269.44,7,A,1.13,0,V,2.88,0,V,-4.63,0,V,1.06,0,V,15.06,15,V,47.8230716667,-53.6112416667,
217.2,3.06,2017-04-27T13:44:45,478.13,500.00,0.00,500.00,1.94,15,A,1.31,15,V,0.63,15,V,-19.94,15,V,40.00,15,V,0.44,15,V,0.94,15,V,-16.25,15,V,4.00,15,V,0.00,14,A,0.00,14,V,6.75,14,V,6.75,14,V,269.56,0,V,,0,A,,0,V,,0,V,,0,V,15.06,15,V,47.8230516667,-53.611265,
217.3,3.08,2017-04-27T13:44:47,478.00,500.00,0.00,500.00,1.88,15,V,1.31,15,V,0.63,15,V,-19.94,15,V,39.94,15,A,3.94,15,A,0.94,15,V,0.44,15,V,-16.25,15,V,0.00,1,A,6.75,1,V,0.00,1,V,6.75,1,V,269.69,0,V,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.8230316667,-53.61129,
217.4,3.05,2017-04-27T13:44:50,478.19,500.00,0.00,500.00,1.81,15,A,1.31,15,V,0.63,15,V,-19.94,15,V,39.94,15,V,3.94,15,V,0.94,15,V,0.44,15,V,-16.25,15,V,6.75,15,A,0.00,15,V,0.00,15,V,6.75,15,V,269.69,8,A,,0,A,,0,V,,0,V,,0,V,15.13,15,V,47.8229983333,-53.6113266667,
217.8,3.07,2017-04-27T13:44:52,478.13,500.00,0.00,500.00,1.81,15,V,1.31,15,V,0.63,15,V,-19.94,15,V,39.94,15,V,3.94,15,A,0.94,15,V,0.44,15,V,-16.25,15,V,0.00,15,A,0.00,15,V,6.75,15,V,6.75,15,V,269.63,8,V,,0,A,,0,V,,0,V,,0,V,15.06,15,A,47.8229733333,-53.61135,
217.4,3.06,2017-04-27T13:44:54,478.06,500.00,0.00,500.00,1.81,15,V,1.31,15,V,0.63,15,V,-19.94,15,V,39.88,15,V,3.94,15,V,0.94,15,V,0.44,15,V,-16.25,15,V,0.00,1,A,6.75,1,V,0.00,1,V,6.75,1,V,269.63,8,A,,0,V,,0,V,,0,V,,0,V,15.06,15,V,47.8229483333,-53.6113716667,
217.5,3.07,2017-04-27T13:44:57,478.06,500.00,0.00,500.00,1.75,15,V,1.31,15,V,0.63,15,V,-19.94,15,V,39.88,15,V,3.94,15,V,0.94,15,V,0.44,15,V,-16.25,15,V,0.00,1,V,6.81,1,V,0.00,1,V,6.81,1,V,269.69,8,V,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.8229083333,-53.6114066667,
217.2,3.07,2017-04-27T13:44:59,478.00,500.00,0.00,500.00,-19.94,15,A,1.31,15,V,0.63,15,V,1.75,15,V,39.88,15,V,3.94,15,V,0.94,15,V,0.44,15,V,-16.25,15,V,0.00,15,A,0.00,15,V,6.81,15,V,6.81,15,V,269.69,12,A,,0,A,,0,V,,0,V,,0,V,15.00,15,V,47.8228866667,-53.6114283333,
217.5,3.07,2017-04-27T13:45:01,477.94,500.00,0.00,500.00,1.38,15,A,0.63,15,V,-19.94,15,V,1.75,15,V,39.81,15,A,-16.44,15,A,0.94,15,V,0.44,15,V,3.94,15,V,6.81,15,A,0.00,15,V,0.00,15,V,6.81,15,V,269.63,12,V,,0,A,,0,V,,0,V,,0,V,15.00,15,A,47.822865,-53.6114516667,
217.3,3.08,2017-04-27T13:45:04,477.88,500.00,0.00,500.00,1.44,15,V,0.63,15,V,-19.94,15,V,1.75,15,V,39.81,15,V,1.00,15,A,0.44,15,V,-16.50,15,V,3.94,15,V,0.00,1,A,6.88,1,V,0.00,1,V,6.88,1,V,269.63,12,V,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.8228316667,-53.6114833333,
217.8,3.08,2017-04-27T13:45:06,477.88,500.00,0.00,500.00,1.50,15,V,0.63,15,V,-19.94,15,V,1.75,15,V,39.81,15,V,1.19,15,V,0.44,15,V,-16.63,15,V,3.94,15,V,0.00,15,A,0.00,15,V,6.88,15,V,6.88,15,V,269.63,12,A,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.8228083333,-53.611505,
217.9,3.07,2017-04-27T13:45:08,477.69,500.00,0.00,500.00,-19.88,15,A,1.50,15,V,0.63,15,V,1.75,15,V,39.81,15,V,1.19,15,V,0.44,15,V,-16.63,15,V,3.94,15,V,0.00,15,V,0.00,15,V,6.88,15,V,6.88,15,V,269.75,2,A,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.822785,-53.6115233333,
217.9,3.05,2017-04-27T13:45:10,477.69,500.00,0.00,500.00,0.63,15,A,1.50,15,V,-19.81,15,V,1.75,15,V,39.75,15,A,-16.69,15,A,1.25,15,V,0.44,15,V,3.94,15,V,6.88,15,A,0.00,15,V,0.00,15,V,6.88,15,V,269.81,2,V,0.38,1,A,3.31,1,V,-5.50,1,V,1.06,1,V,15.00,15,V,47.8227616667,-53.611545,
218.0,3.06,2017-04-27T13:45:13,477.56,500.00,0.00,500.00,0.56,15,V,1.50,15,V,-19.81,15,V,1.75,15,V,39.75,15,V,-16.69,15,V,1.31,15,V,0.44,15,V,3.94,15,V,6.88,15,V,0.00,15,V,0.00,15,V,6.88,15,V,269.88,2,V,0.38,1,V,3.31,1,V,-5.50,1,V,1.06,1,V,15.00,15,A,47.8227283333,-53.6115766667,
218.0,3.06,2017-04-27T13:45:15,477.50,500.00,0.00,500.00,0.56,15,V,1.50,15,V,-19.75,15,V,1.75,15,V,39.75,15,V,-16.69,15,V,1.31,15,V,0.44,15,V,3.94,15,V,0.00,15,A,0.00,15,V,6.88,15,V,6.88,15,V,270.00,12,A,0.38,1,V,3.31,1,V,-5.50,1,V,1.06,1,V,15.00,15,V,47.8227066667,-53.6116016667,
217.9,3.07,2017-04-27T13:45:17,477.56,500.00,0.00,500.00,1.75,15,A,1.50,15,V,0.50,15,V,-19.75,15,V,39.69,15,V,0.63,15,A,1.31,15,V,-16.69,15,V,3.94,15,V,0.00,1,A,6.88,1,V,0.00,1,V,6.88,1,V,270.00,0,A,0.38,1,V,3.31,1,V,-5.50,1,V,1.06,1,V,15.00,15,V,47.8226716667,-53.6116433333,
218.1,3.07,2017-04-27T13:45:20,477.56,500.00,0.00,500.00,1.75,15,V,1.50,15,V,0.50,15,V,-19.75,15,V,39.69,15,V,0.75,15,V,1.31,15,V,-16.69,15,V,3.94,15,V,0.00,1,V,6.88,1,V,0.00,1,V,6.88,1,V,270.19,1,A,,0,A,,0,V,,0,V,,0,V,15.00,15,V,47.8226483333,-53.6116733333,
217.5,3.07,2017-04-27T13:45:22,477.38,500.00,0.00,500.00,1.75,15,V,1.50,15,V,0.50,15,V,-19.75,15,V,39.75,15,A,3.94,15,A,1.31,15,V,0.81,15,V,-16.69,15,V,6.88,15,A,0.00,15,V,0.00,15,V,6.88,15,V,270.25,1,V,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.822625,-53.6117,
218.4,3.07,2017-04-27T13:45:24,477.38,500.00,0.00,500.00,1.75,15,A,1.50,15,V,0.50,15,V,-19.75,15,V,39.81,15,V,4.00,15,V,1.31,15,V,0.81,15,V,-16.69,15,V,6.81,15,V,0.00,15,V,0.00,15,V,6.81,15,V,270.19,12,A,,0,V,,0,V,,0,V,,0,V,15.00,15,A,47.8226016667,-53.6117266667,
218.1,3.07,2017-04-27T13:45:27,477.38,500.00,0.00,500.00,1.81,15,V,1.50,15,V,0.50,15,V,-19.75,15,V,39.88,15,V,4.06,15,A,1.31,15,V,0.88,15,V,-16.69,15,V,0.00,1,A,6.81,1,V,0.00,1,V,6.81,1,V,270.06,12,V,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.82257,-53.6117666667,
218.8,3.07,2017-04-27T13:45:29,477.25,500.00,0.00,500.00,1.81,15,V,1.50,15,V,0.50,15,V,-19.75,15,V,39.88,15,V,4.06,15,V,1.31,15,V,0.88,15,V,-16.69,15,V,0.00,1,V,6.81,1,V,0.00,1,V,6.81,1,V,269.81,12,A,,0,A,,0,V,,0,V,,0,V,15.00,15,V,47.82255,-53.6117966667,
218.3,3.06,2017-04-27T13:45:31,477.25,500.00,0.00,500.00,1.88,15,V,1.50,15,V,0.50,15,V,-19.75,15,V,39.94,15,V,4.13,15,V,1.31,15,V,0.88,15,V,-16.69,15,V,0.00,15,A,0.00,15,V,6.81,15,V,6.81,15,V,269.75,0,A,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.8225283333,-53.6118283333,
219.0,3.06,2017-04-27T13:45:34,477.19,500.00,0.00,500.00,1.50,15,A,0.50,15,V,-19.75,15,V,1.88,15,V,40.00,15,A,4.19,15,V,1.31,15,V,0.88,15,V,-16.69,15,V,0.00,1,A,6.81,1,V,0.00,1,V,6.81,1,V,269.44,8,A,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.8225,-53.611875,
218.7,3.07,2017-04-27T13:45:36,477.25,500.00,0.00,500.00,1.50,15,V,0.50,15,V,-19.75,15,V,1.88,15,V,40.06,15,V,-16.56,15,A,1.31,15,V,0.88,15,V,4.19,15,V,0.00,1,V,6.81,1,V,0.00,1,V,6.81,1,V,269.38,8,V,,0,V,,0,V,,0,V,,0,V,15.00,15,A,47.8224783333,-53.611905,
218.5,3.06,2017-04-27T13:45:38,477.13,500.00,0.00,500.00,1.50,15,V,0.50,15,V,-19.75,15,V,1.88,15,V,40.06,15,V,1.38,15,A,0.88,15,V,-16.44,15,V,4.19,15,V,0.00,15,A,0.00,15,V,6.81,15,V,6.81,15,V,269.31,8,V,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.822455,-53.6119333333,
218.3,3.07,2017-04-27T13:45:41,477.19,500.00,0.00,500.00,1.50,15,V,0.50,15,V,-19.75,15,V,1.88,15,V,40.13,15,V,1.38,15,V,0.88,15,V,-16.38,15,V,4.19,15,V,0.00,1,A,6.81,1,V,0.00,1,V,6.81,1,V,269.25,8,A,,0,A,,0,V,,0,V,,0,V,15.00,15,V,47.8224316667,-53.6119566667,
218.1,3.08,2017-04-27T13:45:43,477.25,500.00,0.00,500.00,-19.63,15,A,1.50,15,V,0.50,15,V,1.88,15,V,40.13,15,V,1.38,15,V,0.88,15,V,-16.38,15,V,4.19,15,V,0.00,15,A,0.00,15,V,6.81,15,V,6.81,15,V,269.31,0,A,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.8223933333,-53.6119983333,
218.7,3.06,2017-04-27T13:45:45,477.56,500.00,0.00,500.00,-19.50,15,V,1.50,15,V,0.50,15,V,1.88,15,V,40.13,15,A,1.44,15,V,0.88,15,V,-16.31,15,V,4.19,15,V,6.88,15,A,0.00,15,V,0.00,15,V,6.88,15,V,269.50,8,A,,0,V,,0,V,,0,V,,0,V,15.00,15,V,47.8223683333,-53.612025,
218.5,3.07,2017-04-27T13:45:47,477.06,500.00,0.00,500.00,0.56,15,A,1.50,15,V,-19.44,15,V,1.88,15,V,40.13,15,V,-16.19,15,A,1.44,15,V,0.88,15,V,4.19,15,V,0.00,1,A,6.94,1,V,0.00,1,V,6.94,1,V,269.63,8,V,,0,V,,0,V,,0,V,,0,V,15.00,15,A,47.822345,-53.6120533333,
219.0,3.08,2017-04-27T13:45:50,477.13,500.00,0.00,500.00,0.56,15,V,1.50,15,V,-19.38,15,V,1.88,15,V,40.19,15,V,0.81,15,A,1.44,15,V,-16.00,15,V,4.19,15,V,0.00,1,V,6.94,1,V,0.00,1,V,6.94,1,V,269.69,8,A,1.69,3,A,3.31,3,V,0.38,3,V,-5.50,3,V,15.00,15,V,47.822315,-53.6120966667,
218.9,3.08,2017-04-27T13:45:52,477.00,500.00,0.00,500.00,1.94,12,A,1.50,12,V,0.63,12,V,-19.38,12,V,40.19,15,V,0.75,15,V,1.44,15,V,-15.94,15,V,4.19,15,V,0.00,15,A,0.00,15,V,7.00,15,V,7.00,15,V,269.69,8,V,1.69,3,V,3.31,3,V,0.38,3,V,-5.50,3,V,15.00,15,V,47.8222933333,-53.6121233333,
218.9,3.09,2017-04-27T13:45:54,477.13,500.00,0.00,500.00,1.94,12,V,1.50,12,V,0.63,12,V,-19.38,12,V,40.19,15,V,0.69,15,V,1.44,15,V,-15.94,15,V,4.19,15,V,0.00,15,V,0.00,15,V,7.00,15,V,7.00,15,V,269.69,8,V,1.69,3,V,3.31,3,V,0.38,3,V,-5.50,3,V,15.00,15,V,47.8222633333,-53.6121633333,
218.6,3.08,2017-04-27T13:45:57,477.00,500.00,0.00,500.00,1.94,15,A,1.50,15,V,0.63,15,V,-19.38,15,V,40.19,15,A,4.19,15,A,1.44,15,V,0.69,15,V,-15.88,15,V,0.00,1,A,7.06,1,V,0.00,1,V,7.06,1,V,269.81,0,A,1.69,3,V,3.31,3,V,0.38,3,V,-5.50,3,V,15.06,15,A,47.822245,-53.6121883333,
218.5,3.09,2017-04-27T13:45:59,476.75,500.00,0.00,500.00,1.94,15,V,1.50,15,V,0.63,15,V,-19.38,15,V,40.19,15,V,4.19,15,V,1.44,15,V,0.63,15,V,-15.88,15,V,0.00,15,A,0.00,15,V,7.06,15,V,7.06,15,V,269.81,8,A,,0,A,,0,V,,0,V,,0,V,15.06,15,V,47.822225,-53.6122133333,
218.1,3.08,2017-04-27T13:46:01,476.69,500.00,0.00,500.00,1.88,15,V,1.50,15,V,0.63,15,V,-19.38,15,V,40.19,15,V,4.19,15,V,1.44,15,V,0.63,15,V,-15.88,15,V,0.00,15,V,0.00,15,V,7.06,15,V,7.06,15,V,269.81,8,V,,0,V,,0,V,,0,V,,0,V,15.06,15,V,47.8222033333,-53.61224,
218.4,3.08,2017-04-27T13:46:04,476.56,500.00,0.00,500.00,1.88,15,V,1.50,15,V,0.63,15,V,-19.38,15,V,40.19,15,V,4.13,15,A,1.44,15,V,0.63,15,V,-15.88,15,V,0.00,1,A,7.06,1,V,0.00,1,V,7.06,1,V,269.75,8,V,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.8221716667,-53.6122783333,
218.2,3.10,2017-04-27T13:46:06,476.44,500.00,0.00,500.00,-19.56,15,A,1.50,15,V,0.63,15,V,1.88,15,V,40.19,15,V,4.13,15,V,1.44,15,V,0.63,15,V,-15.88,15,V,0.00,0,A,0.00,0,V,6.94,0,V,6.94,0,V,269.81,0,A,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.82215,-53.6123066667,
218.8,3.09,2017-04-27T13:46:08,476.44,500.00,0.00,500.00,1.44,15,A,0.63,15,V,-19.63,15,V,1.88,15,V,40.13,15,A,4.13,15,V,1.44,15,V,0.63,15,V,-15.88,15,V,0.00,0,V,0.00,0,V,6.94,0,V,6.94,0,V,269.81,0,V,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.82213,-53.6123333333,
219.1,3.09,2017-04-27T13:46:11,476.44,500.00,0.00,500.00,1.31,15,V,0.63,15,V,-19.69,15,V,1.88,15,V,40.06,15,V,-16.06,15,A,1.44,15,V,0.63,15,V,4.13,15,V,0.00,0,A,6.88,0,V,0.00,0,V,6.88,0,V,269.94,0,V,,0,V,,0,V,,0,V,,0,V,15.13,15,A,47.8221,-53.61237,
219.2,3.08,2017-04-27T13:46:13,476.19,500.00,0.00,500.00,1.31,15,V,0.63,15,V,-19.75,15,V,1.88,15,V,40.06,15,V,1.38,15,A,0.63,15,V,-16.19,15,V,4.13,15,V,0.00,15,A,0.00,15,V,6.88,15,V,269.94,8,A,,0,A,,0,V,,0,V,,0,V,15.13,15,V,47.8220783333,-53.6123966667,
219.5,3.09,2017-04-27T13:46:15,476.19,500.00,0.00,500.00,-19.75,15,A,1.25,15,V,0.63,15,V,1.88,15,V,40.06,15,V,1.25,15,V,0.63,15,V,-16.25,15,V,4.13,15,V,0.00,14,A,0.00,14,V,6.81,14,V,6.81,14,V,269.94,8,A,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.82206,-53.612425,
219.8,3.07,2017-04-27T13:46:17,476.13,500.00,0.00,500.00,-19.75,15,V,1.25,15,V,0.63,15,V,1.88,15,V,40.00,15,V,1.19,15,V,0.63,15,V,-16.25,15,V,4.13,15,V,6.75,15,A,0.00,15,V,0.00,15,V,6.75,15,V,269.94,8,V,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.82204,-53.6124516667,
219.7,3.08,2017-04-27T13:46:20,476.00,500.00,0.00,500.00,0.63,15,A,1.25,15,V,-19.75,15,V,1.88,15,V,40.00,15,A,1.13,15,V,0.63,15,V,-16.31,15,V,4.13,15,V,0.00,1,A,6.69,1,V,0.00,1,V,6.69,1,V,270.00,12,A,,0,V,,0,V,,0,V,,0,V,15.13,15,A,47.8220033333,-53.6124933333,
219.0,3.08,2017-04-27T13:46:22,475.94,500.00,0.00,500.00,0.69,15,V,1.25,15,V,-19.75,15,V,1.88,15,V,40.00,15,V,-16.31,15,A,1.06,15,V,0.63,15,V,4.13,15,V,0.00,12,A,0.00,12,V,6.69,12,V,6.69,12,V,270.06,12,V,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.8219816667,-53.6125183333,
219.2,3.08,2017-04-27T13:46:24,475.94,500.00,0.00,500.00,0.69,15,V,1.25,15,V,-19.75,15,V,1.88,15,V,40.00,15,V,-16.31,15,V,1.06,15,V,0.63,15,V,4.13,15,V,0.00,12,V,0.00,12,V,6.63,12,V,6.63,12,V,270.13,12,V,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.8219566667,-53.6125466667,
218.9,3.09,2017-04-27T13:46:27,475.75,500.00,0.00,500.00,2.06,15,A,1.25,15,V,0.69,15,V,-19.75,15,V,40.00,15,V,0.63,15,A,1.06,15,V,-16.31,15,V,4.13,15,V,0.00,12,V,0.00,12,V,6.63,12,V,6.63,12,V,270.13,12,A,,0,A,,0,V,,0,V,,0,V,15.13,15,V,47.8219233333,-53.6125833333,
218.7,3.08,2017-04-27T13:46:29,475.94,500.00,0.00,500.00,2.25,15,V,1.25,15,V,0.69,15,V,-19.75,15,V,40.00,15,A,0.69,15,V,1.06,15,V,-16.31,15,V,4.13,15,V,0.00,12,A,0.00,12,V,6.75,12,V,6.75,12,V,270.19,12,V,,0,V,,0,V,,0,V,,0,V,15.13,15,V,47.8218983333,-53.6126066667,
218.8,3.09,2017-04-27T13:46:31,475.75,500.00,0.00,500.00,2.13,15,A,1.25,15,V,0.69,15,V,-19.75,15,V,40.00,15,V,4.06,15,A,1.06,15,V,0.69,15,V,-16.31,15,V,0.00,12,V,0.00,12,V,6.75,12,V,6.75,12,V,270.19,0,A,,0,V,,0,V,,0,V,,0,V,15.06,15,A,47.8218733333,-53.6126316667,
